Company Name,Exchange:Ticker,Industry Group,Country,Broad Group,Sub Group
"Windstream Holdings, Inc. (OTCPK:WINM.Q)",OTCPK:WINM.Q,Telecom. Services,United States,United States,United States
"Windtree Therapeutics, Inc. (OTCPK:WINT)",OTCPK:WINT,Drugs (Biotechnology),United States,United States,United States
Wingstop Inc. (NasdaqGS:WING),NasdaqGS:WING,Restaurant/Dining,United States,United States,United States
Winland Holdings Corporation (OTCPK:WELX),OTCPK:WELX,Electronics (General),United States,United States,United States
Winmark Corporation (NasdaqGM:WINA),NasdaqGM:WINA,Retail (Special Lines),United States,United States,United States
Winmill & Co. Incorporated (OTCPK:WNML.A),OTCPK:WNML.A,Investments & Asset Management,United States,United States,United States
"Winnebago Industries, Inc. (NYSE:WGO)",NYSE:WGO,Auto & Truck,United States,United States,United States
Wintrust Financial Corporation (NasdaqGS:WTFC),NasdaqGS:WTFC,Banks (Regional),United States,United States,United States
"Wireless Data Solutions, Inc. (OTCPK:WDSL)",OTCPK:WDSL,Telecom. Equipment,United States,United States,United States
"Wireless Telecom Group, Inc. (AMEX:WTT)",AMEX:WTT,Electronics (General),United States,United States,United States
"Wireless Xcessories Group, Inc. (OTCPK:WIRX)",OTCPK:WIRX,Computer Services,United States,United States,United States
"WisdomTree Investments, Inc. (NasdaqGS:WETF)",NasdaqGS:WETF,Investments & Asset Management,United States,United States,United States
"Wizard Entertainment, Inc. (OTCPK:WIZD)",OTCPK:WIZD,Advertising,United States,United States,United States
"WO Group, Inc. (OTCPK:PAPA)",OTCPK:PAPA,Investments & Asset Management,United States,United States,United States
WOD Retail Solutions Inc. (OTCPK:WODI),OTCPK:WODI,Software (System & Application),United States,United States,United States
"Wolverine World Wide, Inc. (NYSE:WWW)",NYSE:WWW,Shoe,United States,United States,United States
"Woodward, Inc. (NasdaqGS:WWD)",NasdaqGS:WWD,Machinery,United States,United States,United States
"Wordsmith Media, Inc. (OTCPK:WDIS)",OTCPK:WDIS,Advertising,United States,United States,United States
"Workday, Inc. (NasdaqGS:WDAY)",NasdaqGS:WDAY,Software (System & Application),United States,United States,United States
Workhorse Group Inc. (NasdaqCM:WKHS),NasdaqCM:WKHS,Auto Parts,United States,United States,United States
Workiva Inc. (NYSE:WK),NYSE:WK,Software (System & Application),United States,United States,United States
World Acceptance Corporation (NasdaqGS:WRLD),NasdaqGS:WRLD,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"World Access, Inc. (OTCPK:WAXS)",OTCPK:WAXS,Office Equipment & Services,United States,United States,United States
World Fuel Services Corporation (NYSE:INT),NYSE:INT,Oilfield Svcs/Equip.,United States,United States,United States
"World Health Energy Holdings, Inc. (OTCPK:WHEN)",OTCPK:WHEN,Software (System & Application),United States,United States,United States
"World Mobile Holdings, Inc. (OTCPK:WMHI)",OTCPK:WMHI,Telecom. Equipment,United States,United States,United States
"World Of Wireless International Telecom, Inc. (OTCPK:WWII)",OTCPK:WWII,Telecom. Services,United States,United States,United States
"World Poker Fund Holdings, Inc. (OTCPK:WPFH)",OTCPK:WPFH,Hotel/Gaming,United States,United States,United States
World Wide Stone Corporation (OTCPK:WWST),OTCPK:WWST,Construction Supplies,United States,United States,United States
"World Wrestling Entertainment, Inc. (NYSE:WWE)",NYSE:WWE,Entertainment,United States,United States,United States
"WorldFlix, Inc. (OTCPK:WRFX)",OTCPK:WRFX,Entertainment,United States,United States,United States
Worlds Inc. (OTCPK:WDDD),OTCPK:WDDD,Software (Entertainment),United States,United States,United States
"Worldwide Diversified Holdings, Inc. (OTCPK:WNTR)",OTCPK:WNTR,Diversified,United States,United States,United States
Worldwide Strategies Incorporated (OTCPK:WWSG),OTCPK:WWSG,Healthcare Support Services,United States,United States,United States
"Worthington Industries, Inc. (NYSE:WOR)",NYSE:WOR,Steel,United States,United States,United States
"WOWI, Inc. (OTCPK:WOWU)",OTCPK:WOWU,Drugs (Pharmaceutical),United States,United States,United States
"Wowio, Inc. (OTCPK:WWIO)",OTCPK:WWIO,Publishing & Newspapers,United States,United States,United States
"WPX Energy, Inc. (NYSE:WPX)",NYSE:WPX,Oil/Gas (Production and Exploration),United States,United States,United States
"WQN, Inc. (OTCPK:WQNI)",OTCPK:WQNI,Telecom. Services,United States,United States,United States
"Wrap Technologies, Inc. (NasdaqCM:WRTC)",NasdaqCM:WRTC,Electronics (General),United States,United States,United States
"Wright Investors' Service Holdings, Inc. (OTCPK:WISH)",OTCPK:WISH,Investments & Asset Management,United States,United States,United States
"WRIT Media Group, Inc. (OTCPK:WRIT)",OTCPK:WRIT,Entertainment,United States,United States,United States
WSFS Financial Corporation (NasdaqGS:WSFS),NasdaqGS:WSFS,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
WSOG LLC (OTCPK:WSGF),OTCPK:WSGF,Recreation,United States,United States,United States
WU BA Superior Products Holding Group Inc. (OTCPK:WBWB.D),OTCPK:WBWB.D,Software (Entertainment),United States,United States,United States
WVS Financial Corp. (NasdaqGM:WVFC),NasdaqGM:WVFC,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"WW International, Inc. (NasdaqGS:WW)",NasdaqGS:WW,Business & Consumer Services,United States,United States,United States
"Wyndham Destinations, Inc. (NYSE:WYND)",NYSE:WYND,Hotel/Gaming,United States,United States,United States
"Wyndham Hotels & Resorts, Inc. (NYSE:WH)",NYSE:WH,Hotel/Gaming,United States,United States,United States
"Wynn Resorts, Limited (NasdaqGS:WYNN)",NasdaqGS:WYNN,Hotel/Gaming,United States,United States,United States
"X4 Pharmaceuticals, Inc. (NasdaqCM:XFOR)",NasdaqCM:XFOR,Drugs (Biotechnology),United States,United States,United States
Xalles Holdings Inc. (OTCPK:XALL),OTCPK:XALL,Business & Consumer Services,United States,United States,United States
XBiotech Inc. (NasdaqGS:XBIT),NasdaqGS:XBIT,Drugs (Biotechnology),United States,United States,United States
"Xcel Brands, Inc. (NasdaqGM:XELB)",NasdaqGM:XELB,Advertising,United States,United States,United States
Xcel Energy Inc. (NasdaqGS:XEL),NasdaqGS:XEL,Power,United States,United States,United States
"XcelMobility, Inc. (OTCPK:XCLL)",OTCPK:XCLL,Software (System & Application),United States,United States,United States
"Xcorporeal, Inc. (OTCPK:XCRP)",OTCPK:XCRP,Healthcare Products,United States,United States,United States
XCPCNL Business Services Corporation (OTCPK:XCPL),OTCPK:XCPL,Business & Consumer Services,United States,United States,United States
"Xencor, Inc. (NasdaqGM:XNCR)",NasdaqGM:XNCR,Drugs (Biotechnology),United States,United States,United States
"Xenia Hotels & Resorts, Inc. (NYSE:XHR)",NYSE:XHR,R.E.I.T.,United States,United States,United States
Xeno Transplants Corporation (OTCPK:XENO),OTCPK:XENO,Drugs (Biotechnology),United States,United States,United States
"Xenonics Holdings, Inc. (OTCPK:XNNH.Q)",OTCPK:XNNH.Q,Aerospace/Defense,United States,United States,United States
"Xeris Pharmaceuticals, Inc. (NasdaqGS:XERS)",NasdaqGS:XERS,Drugs (Pharmaceutical),United States,United States,United States
Xerox Holdings Corporation (NYSE:XRX),NYSE:XRX,Computers/Peripherals,United States,United States,United States
"Xilinx, Inc. (NasdaqGS:XLNX)",NasdaqGS:XLNX,Semiconductor,United States,United States,United States
Xinliwang International Holdings Company Ltd. (OTCPK:XLWH),OTCPK:XLWH,Electrical Equipment,United States,United States,United States
XOMA Corporation (NasdaqGM:XOMA),NasdaqGM:XOMA,Drugs (Biotechnology),United States,United States,United States
"XPEL, Inc. (NasdaqCM:XPEL)",NasdaqCM:XPEL,Auto Parts,United States,United States,United States
Xperi Corporation (NasdaqGS:XPER),NasdaqGS:XPER,Semiconductor Equip,United States,United States,United States
"XPO Logistics, Inc. (NYSE:XPO)",NYSE:XPO,Transportation,United States,United States,United States
"XpresSpa Group, Inc. (NasdaqCM:XSPA)",NasdaqCM:XSPA,Business & Consumer Services,United States,United States,United States
"XR Energy, Inc. (OTCPK:XREG)",OTCPK:XREG,Oil/Gas (Production and Exploration),United States,United States,United States
"XSport Global, Inc. (OTCPK:XSPT)",OTCPK:XSPT,Software (System & Application),United States,United States,United States
"XsunX, Inc. (OTCPK:XSNX)",OTCPK:XSNX,Semiconductor,United States,United States,United States
"XsunX, Inc. (OTCPK:XSNX)",OTCPK:XSNX,Semiconductor,United States,United States,United States
"Xtant Medical Holdings, Inc. (AMEX:XTNT)",AMEX:XTNT,Healthcare Products,United States,United States,United States
"Xtera Communications, Inc. (OTCPK:XCOM.Q)",OTCPK:XCOM.Q,Telecom. Equipment,United States,United States,United States
XTRA Bitcoin Inc. (OTCPK:CBTC),OTCPK:CBTC,Software (System & Application),United States,United States,United States
Xtra Energy Corp. (OTCPK:XTPT),OTCPK:XTPT,Precious Metals,United States,United States,United States
Xtraction Services Holdings Corp. (CNSX:XS),CNSX:XS,Retail (Distributors),United States,United States,United States
Xuan Wu International Group Holding Company (OTCPK:XNWU),OTCPK:XNWU,Tobacco,United States,United States,United States
Xylem Inc. (NYSE:XYL),NYSE:XYL,Machinery,United States,United States,United States
"Xynergy Holdings, Inc. (OTCPK:XYNH)",OTCPK:XYNH,Retail (Online),United States,United States,United States
"Y-mAbs Therapeutics, Inc. (NasdaqGS:YMAB)",NasdaqGS:YMAB,Drugs (Biotechnology),United States,United States,United States
Yangtze River Port and Logistics Limited (OTCPK:YRIV),OTCPK:YRIV,Shipbuilding & Marine,United States,United States,United States
Yappn Corp. (OTCPK:YPPN),OTCPK:YPPN,Software (System & Application),United States,United States,United States
"YayYo, Inc. (NasdaqCM:YAYO)",NasdaqCM:YAYO,Trucking,United States,United States,United States
"YBCC, Inc. (OTCPK:YBAO)",OTCPK:YBAO,Healthcare Products,United States,United States,United States
Yelp Inc. (NYSE:YELP),NYSE:YELP,Software (Entertainment),United States,United States,United States
"YETI Holdings, Inc. (NYSE:YETI)",NYSE:YETI,Recreation,United States,United States,United States
"Yew Bio-Pharm Group, Inc. (OTCPK:YEWB)",OTCPK:YEWB,Farming/Agriculture,United States,United States,United States
"Yext, Inc. (NYSE:YEXT)",NYSE:YEXT,Software (System & Application),United States,United States,United States
"Yield10 Bioscience, Inc. (NasdaqCM:YTEN)",NasdaqCM:YTEN,Drugs (Biotechnology),United States,United States,United States
"Yippy, Inc. (OTCPK:YIPI)",OTCPK:YIPI,Software (Entertainment),United States,United States,United States
"YogaWorks, Inc. (OTCPK:YOGA)",OTCPK:YOGA,Recreation,United States,United States,United States
York Traditions Bank (OTCPK:YRKB),OTCPK:YRKB,Banks (Regional),United States,United States,United States
"Youngevity International, Inc. (NasdaqCM:YGYI)",NasdaqCM:YGYI,Household Products,United States,United States,United States
YRC Worldwide Inc. (NasdaqGS:YRCW),NasdaqGS:YRCW,Trucking,United States,United States,United States
Yulong Eco-Materials Limited (OTCPK:YECO.F),OTCPK:YECO.F,Construction Supplies,United States,United States,United States
"YUM! Brands, Inc. (NYSE:YUM)",NYSE:YUM,Restaurant/Dining,United States,United States,United States
"Yuma Energy, Inc. (AMEX:YUMA)",AMEX:YUMA,Oil/Gas (Production and Exploration),United States,United States,United States
ZA Group Inc. (OTCPK:ZAAG),OTCPK:ZAAG,Business & Consumer Services,United States,United States,United States
"Zafgen, Inc. (NasdaqGS:ZFGN)",NasdaqGS:ZFGN,Drugs (Biotechnology),United States,United States,United States
ZAGG Inc (NasdaqGS:ZAGG),NasdaqGS:ZAGG,Electronics (Consumer & Office),United States,United States,United States
Zalemark Holding Company Inc. (OTCPK:ZMRK),OTCPK:ZMRK,Apparel,United States,United States,United States
Zane Interactive Publishing Inc. (OTCPK:ZNAE),OTCPK:ZNAE,Entertainment,United States,United States,United States
Zann Corp. (OTCPK:ZNNC),OTCPK:ZNNC,Retail (Grocery and Food),United States,United States,United States
"Zardoya Otis, S.A. (BME:ZOT)",BME:ZOT,Machinery,United States,United States,United States
"Zayo Group Holdings, Inc. (NYSE:ZAYO)",NYSE:ZAYO,Telecom. Services,United States,United States,United States
Zebra Technologies Corporation (NasdaqGS:ZBRA),NasdaqGS:ZBRA,Electronics (General),United States,United States,United States
"Zedge, Inc. (AMEX:ZDGE)",AMEX:ZDGE,Software (Entertainment),United States,United States,United States
"Zendesk, Inc. (NYSE:ZEN)",NYSE:ZEN,Software (System & Application),United States,United States,United States
"Zenergy International, Inc. (OTCPK:ZENG)",OTCPK:ZENG,Coal & Related Energy,United States,United States,United States
Zenovia Digital Exchange Corporation (OTCPK:ZDEC),OTCPK:ZDEC,Software (System & Application),United States,United States,United States
Zeons Corporation (OTCPK:ZEON),OTCPK:ZEON,Coal & Related Energy,United States,United States,United States
"Zero Gravity Solutions, Inc. (OTCPK:ZGSI)",OTCPK:ZGSI,Chemical (Specialty),United States,United States,United States
"Zevotek, Inc. (OTCPK:ZVTK)",OTCPK:ZVTK,Building Materials,United States,United States,United States
Zicix Corporation (OTCPK:ZICX),OTCPK:ZICX,Healthcare Support Services,United States,United States,United States
"Zillow Group, Inc. (NasdaqGS:ZG)",NasdaqGS:ZG,Software (Entertainment),United States,United States,United States
"Zimmer Biomet Holdings, Inc. (NYSE:ZBH)",NYSE:ZBH,Healthcare Products,United States,United States,United States
"Zion Oil & Gas, Inc. (NasdaqCM:ZN)",NasdaqCM:ZN,Oil/Gas (Production and Exploration),United States,United States,United States
"Zions Bancorporation, National Association (NasdaqGS:ZION)",NasdaqGS:ZION,Banks (Regional),United States,United States,United States
"ZIOPHARM Oncology, Inc. (NasdaqCM:ZIOP)",NasdaqCM:ZIOP,Drugs (Biotechnology),United States,United States,United States
"ZipLink, Inc. (OTCPK:ZIPL)",OTCPK:ZIPL,Telecom. Services,United States,United States,United States
"Zivo Bioscience, Inc. (OTCPK:ZIVO)",OTCPK:ZIVO,Household Products,United States,United States,United States
Zix Corporation (NasdaqGS:ZIXI),NasdaqGS:ZIXI,Software (System & Application),United States,United States,United States
"Znergy, Inc. (OTCPK:ZNRG)",OTCPK:ZNRG,Electrical Equipment,United States,United States,United States
Zoetis Inc. (NYSE:ZTS),NYSE:ZTS,Drugs (Pharmaceutical),United States,United States,United States
"Zogenix, Inc. (NasdaqGM:ZGNX)",NasdaqGM:ZGNX,Drugs (Pharmaceutical),United States,United States,United States
Zomedica Pharmaceuticals Corp. (TSXV:ZOM),TSXV:ZOM,Drugs (Pharmaceutical),United States,United States,United States
"Zoned Properties, Inc. (OTCPK:ZDPY)",OTCPK:ZDPY,Real Estate (Operations & Services),United States,United States,United States
"Zonzia Media, Inc. (OTCPK:ZONX)",OTCPK:ZONX,Software (Entertainment),United States,United States,United States
"Zoom Telephonics, Inc. (OTCPK:ZMTP)",OTCPK:ZMTP,Telecom. Equipment,United States,United States,United States
"Zoom Video Communications, Inc. (NasdaqGS:ZM)",NasdaqGS:ZM,Software (System & Application),United States,United States,United States
ZoomAway Travel Inc. (TSXV:ZMA),TSXV:ZMA,Retail (Online),United States,United States,United States
Zosano Pharma Corporation (NasdaqCM:ZSAN),NasdaqCM:ZSAN,Healthcare Products,United States,United States,United States
Zovio Inc (NasdaqGS:ZVO),NasdaqGS:ZVO,Education,United States,United States,United States
"Zscaler, Inc. (NasdaqGS:ZS)",NasdaqGS:ZS,Software (System & Application),United States,United States,United States
Zulu-Tek Inc (OTCPK:ZULU),OTCPK:ZULU,Advertising,United States,United States,United States
